travelCode,userCode,name,place,days,price,total,date,price_per_day,year,month,stay_category,hotel_popularity,place_popularity,user_avg_spend
28515,273,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-07,165.99,2020,5,medium,5029,5029,531.8714285714285
28516,273,Hotel BD,Natal (RN),2,242.88,485.76,2020-05-14,242.88,2020,5,short,4829,4829,531.8714285714285
28519,273,Hotel AU,Recife (PE),1,312.83,312.83,2020-06-04,312.83,2020,6,short,4467,4467,531.8714285714285
28521,273,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-18,60.39,2020,6,short,4333,4333,531.8714285714285
28522,273,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-25,165.99,2020,6,short,5029,5029,531.8714285714285
28527,273,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-07-30,139.1,2020,7,medium,4828,4828,531.8714285714285
28530,273,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-08-20,60.39,2020,8,medium,4333,4333,531.8714285714285
28532,273,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-09-03,208.04,2020,9,short,4205,4205,531.8714285714285
28542,273,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-11-12,247.62,2020,11,short,4437,4437,531.8714285714285
28548,273,Hotel K,Salvador (BH),1,263.41,263.41,2020-12-24,263.41,2020,12,short,5094,5094,531.8714285714285
28553,273,Hotel BD,Natal (RN),3,242.88,728.64,2021-01-28,242.88,2021,1,medium,4829,4829,531.8714285714285
28554,273,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-02-04,165.99,2021,2,short,5029,5029,531.8714285714285
28555,273,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-02-11,60.39,2021,2,short,4333,4333,531.8714285714285
28557,273,Hotel K,Salvador (BH),2,263.41,526.82,2021-02-25,263.41,2021,2,short,5094,5094,531.8714285714285
28565,273,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-04-22,208.04,2021,4,medium,4205,4205,531.8714285714285
28566,273,Hotel K,Salvador (BH),1,263.41,263.41,2021-04-29,263.41,2021,4,short,5094,5094,531.8714285714285
28567,273,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-05-06,208.04,2021,5,medium,4205,4205,531.8714285714285
28572,273,Hotel BD,Natal (RN),2,242.88,485.76,2021-06-10,242.88,2021,6,short,4829,4829,531.8714285714285
28574,273,Hotel BD,Natal (RN),3,242.88,728.64,2021-06-24,242.88,2021,6,medium,4829,4829,531.8714285714285
28576,273,Hotel K,Salvador (BH),2,263.41,526.82,2021-07-08,263.41,2021,7,short,5094,5094,531.8714285714285
28579,273,Hotel AU,Recife (PE),4,312.83,1251.32,2021-07-29,312.83,2021,7,medium,4467,4467,531.8714285714285
28582,273,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-08-19,313.02,2021,8,medium,3330,3330,531.8714285714285
28588,273,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-09-30,247.62,2021,9,medium,4437,4437,531.8714285714285
28591,273,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-10-21,165.99,2021,10,medium,5029,5029,531.8714285714285
28593,273,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-11-04,139.1,2021,11,medium,4828,4828,531.8714285714285
28595,273,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-11-18,165.99,2021,11,medium,5029,5029,531.8714285714285
28605,273,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-01-27,208.04,2022,1,medium,4205,4205,531.8714285714285
28606,273,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-02-03,139.1,2022,2,short,4828,4828,531.8714285714285
28608,273,Hotel BD,Natal (RN),3,242.88,728.64,2022-02-17,242.88,2022,2,medium,4829,4829,531.8714285714285
28609,273,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-02-24,247.62,2022,2,short,4437,4437,531.8714285714285
28615,273,Hotel BD,Natal (RN),2,242.88,485.76,2022-04-07,242.88,2022,4,short,4829,4829,531.8714285714285
28617,273,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-04-21,247.62,2022,4,short,4437,4437,531.8714285714285
28619,273,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-05-05,313.02,2022,5,short,3330,3330,531.8714285714285
28621,274,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-09-26,208.04,2019,9,medium,4205,4205,515.1453225806451
28623,274,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-10-10,313.02,2019,10,medium,3330,3330,515.1453225806451
28624,274,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-17,165.99,2019,10,short,5029,5029,515.1453225806451
28626,274,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-31,263.41,2019,10,short,5094,5094,515.1453225806451
28627,274,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-11-07,139.1,2019,11,medium,4828,4828,515.1453225806451
28634,274,Hotel BD,Natal (RN),1,242.88,242.88,2019-12-26,242.88,2019,12,short,4829,4829,515.1453225806451
28638,274,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-23,208.04,2020,1,medium,4205,4205,515.1453225806451
28639,274,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-30,312.83,2020,1,short,4467,4467,515.1453225806451
28641,274,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-02-13,313.02,2020,2,short,3330,3330,515.1453225806451
28642,274,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-20,60.39,2020,2,medium,4333,4333,515.1453225806451
28643,274,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-02-27,208.04,2020,2,medium,4205,4205,515.1453225806451
28645,274,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-03-12,313.02,2020,3,short,3330,3330,515.1453225806451
28646,274,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-03-19,165.99,2020,3,medium,5029,5029,515.1453225806451
28647,274,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-03-26,139.1,2020,3,short,4828,4828,515.1453225806451
28651,274,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-04-23,313.02,2020,4,short,3330,3330,515.1453225806451
28654,274,Hotel AU,Recife (PE),2,312.83,625.66,2020-05-14,312.83,2020,5,short,4467,4467,515.1453225806451
28661,274,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-07-02,139.1,2020,7,short,4828,4828,515.1453225806451
28663,274,Hotel BD,Natal (RN),1,242.88,242.88,2020-07-16,242.88,2020,7,short,4829,4829,515.1453225806451
28664,274,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-07-23,139.1,2020,7,medium,4828,4828,515.1453225806451
28665,274,Hotel K,Salvador (BH),2,263.41,526.82,2020-07-30,263.41,2020,7,short,5094,5094,515.1453225806451
28670,274,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-03,165.99,2020,9,short,5029,5029,515.1453225806451
28674,274,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-10-01,60.39,2020,10,short,4333,4333,515.1453225806451
28680,274,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-11-12,313.02,2020,11,medium,3330,3330,515.1453225806451
28683,274,Hotel BD,Natal (RN),2,242.88,485.76,2020-12-03,242.88,2020,12,short,4829,4829,515.1453225806451
28686,274,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-12-24,165.99,2020,12,short,5029,5029,515.1453225806451
28689,274,Hotel AU,Recife (PE),3,312.83,938.49,2021-01-14,312.83,2021,1,medium,4467,4467,515.1453225806451
28691,274,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-01-28,247.62,2021,1,medium,4437,4437,515.1453225806451
28692,274,Hotel BD,Natal (RN),3,242.88,728.64,2021-02-04,242.88,2021,2,medium,4829,4829,515.1453225806451
28700,274,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-04-01,60.39,2021,4,medium,4333,4333,515.1453225806451
28707,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-05-20,60.39,2021,5,short,4333,4333,515.1453225806451
28709,274,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-06-03,165.99,2021,6,medium,5029,5029,515.1453225806451
28712,274,Hotel BD,Natal (RN),4,242.88,971.52,2021-06-24,242.88,2021,6,medium,4829,4829,515.1453225806451
28718,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-08-05,60.39,2021,8,short,4333,4333,515.1453225806451
28721,274,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-08-26,247.62,2021,8,short,4437,4437,515.1453225806451
28726,274,Hotel AU,Recife (PE),4,312.83,1251.32,2021-09-30,312.83,2021,9,medium,4467,4467,515.1453225806451
28733,274,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-11-18,165.99,2021,11,medium,5029,5029,515.1453225806451
28738,274,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-12-23,313.02,2021,12,short,3330,3330,515.1453225806451
28742,274,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-01-20,139.1,2022,1,short,4828,4828,515.1453225806451
28744,274,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-02-03,139.1,2022,2,medium,4828,4828,515.1453225806451
28745,274,Hotel K,Salvador (BH),2,263.41,526.82,2022-02-10,263.41,2022,2,short,5094,5094,515.1453225806451
28753,274,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-04-07,208.04,2022,4,medium,4205,4205,515.1453225806451
28755,274,Hotel K,Salvador (BH),2,263.41,526.82,2022-04-21,263.41,2022,4,short,5094,5094,515.1453225806451
28766,274,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-07-07,60.39,2022,7,medium,4333,4333,515.1453225806451
28767,274,Hotel BD,Natal (RN),4,242.88,971.52,2022-07-14,242.88,2022,7,medium,4829,4829,515.1453225806451
28768,274,Hotel BD,Natal (RN),4,242.88,971.52,2022-07-21,242.88,2022,7,medium,4829,4829,515.1453225806451
28771,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-08-11,60.39,2022,8,short,4333,4333,515.1453225806451
28775,274,Hotel BD,Natal (RN),1,242.88,242.88,2022-09-08,242.88,2022,9,short,4829,4829,515.1453225806451
28776,274,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-09-15,247.62,2022,9,short,4437,4437,515.1453225806451
28782,274,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-10-27,208.04,2022,10,medium,4205,4205,515.1453225806451
28783,274,Hotel BD,Natal (RN),2,242.88,485.76,2022-11-03,242.88,2022,11,short,4829,4829,515.1453225806451
28787,274,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-12-01,247.62,2022,12,medium,4437,4437,515.1453225806451
28788,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-12-08,60.39,2022,12,short,4333,4333,515.1453225806451
28790,274,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-12-22,313.02,2022,12,short,3330,3330,515.1453225806451
28793,274,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2023-01-12,139.1,2023,1,medium,4828,4828,515.1453225806451
28797,274,Hotel BW,Campo Grande (MS),4,60.39,241.56,2023-02-09,60.39,2023,2,medium,4333,4333,515.1453225806451
28798,274,Hotel BD,Natal (RN),4,242.88,971.52,2023-02-16,242.88,2023,2,medium,4829,4829,515.1453225806451
28800,274,Hotel BD,Natal (RN),3,242.88,728.64,2023-03-02,242.88,2023,3,medium,4829,4829,515.1453225806451
28802,274,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-03-16,165.99,2023,3,short,5029,5029,515.1453225806451
28804,274,Hotel AU,Recife (PE),3,312.83,938.49,2023-03-30,312.83,2023,3,medium,4467,4467,515.1453225806451
28808,274,Hotel BW,Campo Grande (MS),4,60.39,241.56,2023-04-27,60.39,2023,4,medium,4333,4333,515.1453225806451
28809,274,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-05-04,60.39,2023,5,short,4333,4333,515.1453225806451
28812,274,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2023-05-25,165.99,2023,5,short,5029,5029,515.1453225806451
28819,275,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-31,247.62,2019,10,medium,4437,4437,495.517
28827,275,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-26,263.41,2019,12,short,5094,5094,495.517
28835,275,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-20,313.02,2020,2,short,3330,3330,495.517
28838,275,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-03-12,313.02,2020,3,medium,3330,3330,495.517
28839,275,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-03-19,139.1,2020,3,medium,4828,4828,495.517
28840,275,Hotel BD,Natal (RN),1,242.88,242.88,2020-03-26,242.88,2020,3,short,4829,4829,495.517
28845,275,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-04-30,165.99,2020,4,medium,5029,5029,495.517
28847,275,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-05-14,165.99,2020,5,medium,5029,5029,495.517
28850,275,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-06-04,139.1,2020,6,short,4828,4828,495.517
28857,275,Hotel AU,Recife (PE),3,312.83,938.49,2020-07-23,312.83,2020,7,medium,4467,4467,495.517
28860,275,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-08-13,139.1,2020,8,medium,4828,4828,495.517
28862,275,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-08-27,60.39,2020,8,medium,4333,4333,495.517
28875,275,Hotel K,Salvador (BH),2,263.41,526.82,2020-11-26,263.41,2020,11,short,5094,5094,495.517
28876,275,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-12-03,208.04,2020,12,short,4205,4205,495.517
28880,275,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-12-31,165.99,2020,12,medium,5029,5029,495.517
28881,275,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-01-07,247.62,2021,1,short,4437,4437,495.517
28884,275,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-01-28,313.02,2021,1,short,3330,3330,495.517
28885,275,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-02-04,139.1,2021,2,short,4828,4828,495.517
28899,275,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-05-13,313.02,2021,5,short,3330,3330,495.517
28901,275,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-05-27,165.99,2021,5,short,5029,5029,495.517
28904,276,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-09-26,165.99,2019,9,medium,5029,5029,463.96318181818185
28905,276,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-10-03,313.02,2019,10,short,3330,3330,463.96318181818185
28909,276,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-31,208.04,2019,10,short,4205,4205,463.96318181818185
28914,276,Hotel K,Salvador (BH),4,263.41,1053.64,2019-12-05,263.41,2019,12,medium,5094,5094,463.96318181818185
28916,276,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-12-19,313.02,2019,12,medium,3330,3330,463.96318181818185
28918,276,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-01-02,165.99,2020,1,short,5029,5029,463.96318181818185
28919,276,Hotel BD,Natal (RN),1,242.88,242.88,2020-01-09,242.88,2020,1,short,4829,4829,463.96318181818185
28924,276,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-02-13,60.39,2020,2,medium,4333,4333,463.96318181818185
28925,276,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-02-20,165.99,2020,2,medium,5029,5029,463.96318181818185
28926,276,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-27,247.62,2020,2,medium,4437,4437,463.96318181818185
28927,276,Hotel BD,Natal (RN),2,242.88,485.76,2020-03-05,242.88,2020,3,short,4829,4829,463.96318181818185
28928,276,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-03-12,313.02,2020,3,short,3330,3330,463.96318181818185
28940,276,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-06-04,208.04,2020,6,short,4205,4205,463.96318181818185
28942,276,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-18,60.39,2020,6,short,4333,4333,463.96318181818185
28947,276,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-23,165.99,2020,7,short,5029,5029,463.96318181818185
28948,276,Hotel K,Salvador (BH),1,263.41,263.41,2020-07-30,263.41,2020,7,short,5094,5094,463.96318181818185
28951,276,Hotel K,Salvador (BH),1,263.41,263.41,2020-08-20,263.41,2020,8,short,5094,5094,463.96318181818185
28954,276,Hotel AU,Recife (PE),2,312.83,625.66,2020-09-10,312.83,2020,9,short,4467,4467,463.96318181818185
28957,276,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-10-01,313.02,2020,10,short,3330,3330,463.96318181818185
28969,276,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-12-24,247.62,2020,12,medium,4437,4437,463.96318181818185
28971,276,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-01-07,139.1,2021,1,short,4828,4828,463.96318181818185
28972,276,Hotel AU,Recife (PE),2,312.83,625.66,2021-01-14,312.83,2021,1,short,4467,4467,463.96318181818185
28973,276,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-01-21,139.1,2021,1,medium,4828,4828,463.96318181818185
28980,276,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-03-11,60.39,2021,3,medium,4333,4333,463.96318181818185
28989,276,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-13,165.99,2021,5,short,5029,5029,463.96318181818185
28991,276,Hotel BD,Natal (RN),4,242.88,971.52,2021-05-27,242.88,2021,5,medium,4829,4829,463.96318181818185
28992,276,Hotel BD,Natal (RN),1,242.88,242.88,2021-06-03,242.88,2021,6,short,4829,4829,463.96318181818185
28993,276,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-06-10,313.02,2021,6,medium,3330,3330,463.96318181818185
28994,276,Hotel BD,Natal (RN),2,242.88,485.76,2021-06-17,242.88,2021,6,short,4829,4829,463.96318181818185
28995,276,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-06-24,165.99,2021,6,medium,5029,5029,463.96318181818185
28999,276,Hotel AU,Recife (PE),3,312.83,938.49,2021-07-22,312.83,2021,7,medium,4467,4467,463.96318181818185
29009,276,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-09-30,60.39,2021,9,short,4333,4333,463.96318181818185
29020,276,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-12-16,60.39,2021,12,short,4333,4333,463.96318181818185
29021,276,Hotel BD,Natal (RN),2,242.88,485.76,2021-12-23,242.88,2021,12,short,4829,4829,463.96318181818185
29024,276,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-13,263.41,2022,1,short,5094,5094,463.96318181818185
29031,276,Hotel BD,Natal (RN),1,242.88,242.88,2022-03-03,242.88,2022,3,short,4829,4829,463.96318181818185
29032,276,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-03-10,60.39,2022,3,medium,4333,4333,463.96318181818185
29039,276,Hotel BD,Natal (RN),1,242.88,242.88,2022-04-28,242.88,2022,4,short,4829,4829,463.96318181818185
29043,276,Hotel BD,Natal (RN),3,242.88,728.64,2022-05-26,242.88,2022,5,medium,4829,4829,463.96318181818185
29046,276,Hotel K,Salvador (BH),4,263.41,1053.64,2022-06-16,263.41,2022,6,medium,5094,5094,463.96318181818185
29047,276,Hotel K,Salvador (BH),1,263.41,263.41,2022-06-23,263.41,2022,6,short,5094,5094,463.96318181818185
29050,276,Hotel BP,Brasilia (DF),1,247.62,247.62,2022-07-14,247.62,2022,7,short,4437,4437,463.96318181818185
29052,276,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-07-28,313.02,2022,7,short,3330,3330,463.96318181818185
29053,276,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-08-04,165.99,2022,8,medium,5029,5029,463.96318181818185
29066,277,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-10-10,313.02,2019,10,short,3330,3330,348.7075
29069,277,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-10-31,60.39,2019,10,short,4333,4333,348.7075
29072,277,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-11-21,60.39,2019,11,medium,4333,4333,348.7075
29074,277,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-05,139.1,2019,12,medium,4828,4828,348.7075
29075,277,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-12-12,247.62,2019,12,short,4437,4437,348.7075
29078,277,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-02,263.41,2020,1,short,5094,5094,348.7075
29080,277,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-16,139.1,2020,1,short,4828,4828,348.7075
29081,277,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-01-23,313.02,2020,1,short,3330,3330,348.7075
29090,278,Hotel AU,Recife (PE),2,312.83,625.66,2019-10-10,312.83,2019,10,short,4467,4467,571.6670588235294
29091,278,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-10-17,247.62,2019,10,medium,4437,4437,571.6670588235294
29097,278,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-11-28,165.99,2019,11,short,5029,5029,571.6670588235294
29106,278,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-30,313.02,2020,1,short,3330,3330,571.6670588235294
29110,278,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-02-27,139.1,2020,2,medium,4828,4828,571.6670588235294
29112,278,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-12,60.39,2020,3,short,4333,4333,571.6670588235294
29117,278,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-04-16,313.02,2020,4,medium,3330,3330,571.6670588235294
29125,278,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-11,139.1,2020,6,medium,4828,4828,571.6670588235294
29128,278,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-02,60.39,2020,7,medium,4333,4333,571.6670588235294
29131,278,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-07-23,208.04,2020,7,short,4205,4205,571.6670588235294
29137,278,Hotel K,Salvador (BH),2,263.41,526.82,2020-09-03,263.41,2020,9,short,5094,5094,571.6670588235294
29153,278,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-12-24,313.02,2020,12,medium,3330,3330,571.6670588235294
29154,278,Hotel AU,Recife (PE),2,312.83,625.66,2020-12-31,312.83,2020,12,short,4467,4467,571.6670588235294
29156,278,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-14,165.99,2021,1,short,5029,5029,571.6670588235294
29157,278,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-01-21,139.1,2021,1,medium,4828,4828,571.6670588235294
29158,278,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-01-28,60.39,2021,1,short,4333,4333,571.6670588235294
29162,278,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-02-25,313.02,2021,2,medium,3330,3330,571.6670588235294
29167,279,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-10-24,247.62,2019,10,medium,4437,4437,598.458275862069
29168,279,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-31,60.39,2019,10,medium,4333,4333,598.458275862069
29170,279,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-11-14,165.99,2019,11,medium,5029,5029,598.458275862069
29173,279,Hotel K,Salvador (BH),3,263.41,790.23,2019-12-05,263.41,2019,12,medium,5094,5094,598.458275862069
29179,279,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-16,139.1,2020,1,short,4828,4828,598.458275862069
29180,279,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-01-23,165.99,2020,1,short,5029,5029,598.458275862069
29181,279,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-01-30,165.99,2020,1,medium,5029,5029,598.458275862069
29189,279,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-26,165.99,2020,3,medium,5029,5029,598.458275862069
29193,279,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-23,139.1,2020,4,medium,4828,4828,598.458275862069
29194,279,Hotel BD,Natal (RN),3,242.88,728.64,2020-04-30,242.88,2020,4,medium,4829,4829,598.458275862069
29197,279,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-05-21,139.1,2020,5,medium,4828,4828,598.458275862069
29198,279,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-05-28,139.1,2020,5,short,4828,4828,598.458275862069
29200,279,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-06-11,208.04,2020,6,short,4205,4205,598.458275862069
29212,279,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-09-03,313.02,2020,9,medium,3330,3330,598.458275862069
29215,279,Hotel BD,Natal (RN),3,242.88,728.64,2020-09-24,242.88,2020,9,medium,4829,4829,598.458275862069
29219,279,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-22,242.88,2020,10,short,4829,4829,598.458275862069
29221,279,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-11-05,313.02,2020,11,medium,3330,3330,598.458275862069
29222,279,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-11-12,313.02,2020,11,medium,3330,3330,598.458275862069
29226,279,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-12-10,60.39,2020,12,medium,4333,4333,598.458275862069
29227,279,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-17,60.39,2020,12,short,4333,4333,598.458275862069
29230,279,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-01-07,313.02,2021,1,medium,3330,3330,598.458275862069
29231,279,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-01-14,313.02,2021,1,short,3330,3330,598.458275862069
29232,279,Hotel BD,Natal (RN),3,242.88,728.64,2021-01-21,242.88,2021,1,medium,4829,4829,598.458275862069
29237,279,Hotel BD,Natal (RN),2,242.88,485.76,2021-02-25,242.88,2021,2,short,4829,4829,598.458275862069
29242,279,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-04-01,247.62,2021,4,short,4437,4437,598.458275862069
29243,279,Hotel K,Salvador (BH),1,263.41,263.41,2021-04-08,263.41,2021,4,short,5094,5094,598.458275862069
29244,279,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-04-15,139.1,2021,4,medium,4828,4828,598.458275862069
29246,279,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-04-29,247.62,2021,4,medium,4437,4437,598.458275862069
29247,279,Hotel AU,Recife (PE),4,312.83,1251.32,2021-05-06,312.83,2021,5,medium,4467,4467,598.458275862069
29249,280,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-09-26,60.39,2019,9,short,4333,4333,587.1937931034482
29251,280,Hotel BD,Natal (RN),4,242.88,971.52,2019-10-10,242.88,2019,10,medium,4829,4829,587.1937931034482
29260,280,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-12-12,60.39,2019,12,short,4333,4333,587.1937931034482
29263,280,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-02,313.02,2020,1,short,3330,3330,587.1937931034482
29268,280,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-06,165.99,2020,2,medium,5029,5029,587.1937931034482
29270,280,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-02-20,313.02,2020,2,short,3330,3330,587.1937931034482
